Jiuzhai Huanglong Airport,JZH,16.0
Wabush Airport,YWK,16.0
Jaipur International Airport,JAI,16.0
Coimbatore International Airport,CJB,16.0
Governador Aluízio Alves International Airport,NAT,16.0
Bagdogra Airport,IXB,16.0
Lianyungang Airport,LYG,16.0
Krabi Airport,KBV,16.0
Shah Amanat International Airport,CGP,16.0
Sarajevo International Airport,SJJ,16.0
Lombok International Airport,LOP,16.0
Townsville Airport,TSV,16.0
Marechal Cunha Machado International Airport,SLZ,16.0
Eurico de Aguiar Salles Airport,VIX,16.0
Ten. Cel. Aviador César Bombonato Airport,UDI,15.0
Goose Bay Airport,YYR,15.0
Kelowna International Airport,YLW,15.0
Saskatoon John G. Diefenbaker International Airport,YXE,15.0
Norilsk-Alykel Airport,NSK,15.0
Devi Ahilyabai Holkar Airport,IDR,15.0
Vishakhapatnam Airport,VTZ,15.0
Spokane International Airport,GEG,15.0
Tallahassee Regional Airport,TLH,15.0
Augusto C. Sandino (Managua) International Airport,MGA,15.0
Juan Manuel Galvez International Airport,RTB,15.0
Licenciado Manuel Crescencio Rejon Int Airport,MID,15.0
General Rafael Buelna International Airport,MZT,15.0
Grand Bahama International Airport,FPO,15.0
Abha Regional Airport,AHB,15.0
Monastir Habib Bourguiba International Airport,MIR,15.0
Chifeng Airport,CIF,15.0
Zunyi Xinzhou Airport,ZYI,15.0
Dzaoudzi Pamandzi International Airport,DZA,15.0
L.F. Wade International International Airport,BDA,15.0
Ireland West Knock Airport,NOC,15.0
Malmö Sturup Airport,MMX,15.0
Pula Airport,PUY,15.0
Nanping Wuyishan Airport,WUS,15.0
Kish International Airport,KIH,15.0
Dr. Babasaheb Ambedkar International Airport,NAG,15.0
Tabriz International Airport,TBZ,15.0
Ashgabat International Airport,ASB,15.0
Santorini Airport,JTR,15.0
Donetsk International Airport,DOK,15.0
Khrabrovo Airport,KGD,15.0
Mangalore International Airport,IXE,15.0
Roanoke–Blacksburg Regional Airport,ROA,15.0
General Wayne A. Downing Peoria International Airport,PIA,15.0
Quad City International Airport,MLI,15.0
Springfield Branson National Airport,SGF,14.0
Del Bajío International Airport,BJX,14.0
La Chinita International Airport,MAR,14.0
Leonard M Thompson International Airport,MHH,14.0
Rarotonga International Airport,RAR,14.0
Billy Bishop Toronto City Centre Airport,YTZ,14.0
Bishop International Airport,FNT,14.0
Hector International Airport,FAR,14.0
Nizhnevartovsk Airport,NJC,14.0
Sheikh ul Alam Airport,SXR,14.0
Trenton Mercer Airport,TTN,14.0
Mahlon Sweet Field,EUG,14.0
Point Salines International Airport,GND,14.0
Mohamed Boudiaf International Airport,CZL,14.0
Malabo Airport,SSG,14.0
Baghdad International Airport,BGW,14.0
Francisco Bangoy International Airport,DVO,14.0
Liuzhou Bailian Airport,LZH,14.0
Huangyan Luqiao Airport,HYN,14.0
Yanji Chaoyangchuan Airport,YNJ,14.0
"Pattimura Airport, Ambon",AMQ,14.0
Sultan Ismail Petra Airport,KBR,14.0
Sultan Mahmud Badaruddin II Airport,PLM,14.0
Syamsudin Noor Airport,BDJ,14.0
Biarritz-Anglet-Bayonne Airport,BIQ,14.0
Figari Sud-Corse Airport,FSC,14.0
Southend Airport,SEN,14.0
Mombasa Moi International Airport,MBA,14.0
Quetta International Airport,UET,14.0
New Ishigaki Airport,ISG,14.0
Dnipropetrovsk International Airport,DNK,14.0
Ercan International Airport,ECN,14.0
Surgut Airport,SGC,14.0
Yuzhno-Sakhalinsk Airport,UUS,13.0
Diosdado Macapagal International Airport,CRK,13.0
Ketchikan International Airport,KTN,13.0
Burlington International Airport,BTV,13.0
Lehigh Valley International Airport,ABE,13.0
Wilmington International Airport,ILM,13.0
Sarasota Bradenton International Airport,SRQ,13.0
Rennes-Saint-Jacques Airport,RNS,13.0
Ålesund Airport,AES,13.0
Santa Maria Airport,AJU,13.0
Zumbi dos Palmares Airport,MCZ,13.0
Maestro Wilson Fonseca Airport,STM,13.0
Pampulha - Carlos Drummond de Andrade Airport,PLU,13.0
Victoria International Airport,YYJ,13.0
Thunder Bay Airport,YQT,13.0
Joe Foss Field Airport,FSD,13.0
Charlottesville Albemarle Airport,CHO,13.0
Licenciado Adolfo Lopez Mateos International Airport,TLC,13.0
Carlos Rovirosa Pérez International Airport,VSA,13.0
Ingeniero Ambrosio Taravella Airport,COR,13.0
Banjul International Airport,BJL,13.0
Ta’if Regional Airport,TIF,13.0
City of Colorado Springs Municipal Airport,COS,13.0
Juan Gualberto Gomez International Airport,VRA,13.0
Okayama Airport,OKJ,13.0
Luang Phabang International Airport,LPQ,13.0
La Tontouta International Airport,NOU,13.0
Tongliao Airport,TGO,13.0
Xiangyang Liuji Airport,XFN,13.0
Ganzhou Airport,KOW,13.0
Zhoushan Airport,HSN,13.0
Luzhou Airport,LZO,13.0
Kashgar Airport,KHG,13.0
Timişoara Traian Vuia Airport,TSR,13.0
Mount Isa Airport,ISA,13.0
Canberra International Airport,CBR,13.0
Bujumbura International Airport,BJM,13.0
Mikonos Airport,JMK,13.0
Friedrichshafen Airport,FDH,13.0
Seychelles International Airport,SEZ,13.0
Burgas Airport,BOJ,12.0
Gainesville Regional Airport,GNV,12.0
Asheville Regional Airport,AVL,12.0
Billings Logan International Airport,BIL,12.0
Matsuyama Airport,MYJ,12.0
Kobe Airport,UKB,12.0
Fort McMurray Airport,YMM,12.0
Iaşi Airport,IAS,12.0
A Coruña Airport,LCG,12.0
João Correa da Rocha Airport,MAB,12.0
Cataratas International Airport,IGU,12.0
Juba International Airport,JUB,12.0
Gassim Airport,ELQ,12.0
Mukalla International Airport,RIY,12.0
Lilongwe International Airport,LLW,12.0
Namangan Airport,NMA,12.0
Lok Nayak Jayaprakash Airport,PAT,12.0
Jammu Airport,IXJ,12.0
Terrance B. Lettsome International Airport,EIS,12.0
Abraham González International Airport,CJS,12.0
Rafael Nuñez International Airport,CTG,12.0
Nouakchott–Oumtounsy International Airport,NKC,12.0
Central Illinois Regional Airport at Bloomington-Normal,BMI,12.0
Broome International Airport,BME,12.0
Lianshui Airport,HIA,12.0
Aniak Airport,ANI,12.0
Rabil Airport,BVC,12.0
Linz Hörsching Airport,LNZ,12.0
Bern Belp Airport,BRN,12.0
Tampere-Pirkkala Airport,TMP,12.0
Haugesund Airport,HAU,12.0
Nausori International Airport,SUV,12.0
Multan International Airport,MUX,12.0
Yulin Yuyang Airport,UYN,12.0
Wanxian Airport,WXN,12.0
Datong Airport,DAT,11.0
Fuyang Xiguan Airport,FUG,11.0
Tivat Airport,TIV,11.0
Rabat-Salé Airport,RBA,11.0
Bergerac-Roumanière Airport,EGC,11.0
Trieste–Friuli Venezia Giulia Airport,TRS,11.0
Münster Osnabrück Airport,FMO,11.0
Rzeszów-Jasionka Airport,RZE,11.0
Al Najaf International Airport,NJF,11.0
Nadzab Airport,LAE,11.0
Tokua Airport,RAB,11.0
Cibao International Airport,STI,11.0
Gustavo Rojas Pinilla International Airport,ADZ,11.0
General José Antonio Anzoategui International Airport,BLA,11.0
Vigo Airport,VGO,11.0
Isle of Man Airport,IOM,11.0
Inverness Airport,INV,11.0
Limoges Airport,LIG,11.0
Kirkwall Airport,KOI,11.0
Kristiansand Airport,KRS,11.0
Presidente Castro Pinto International Airport,JPA,11.0
Porto Seguro Airport,BPS,11.0
Governador José Richa Airport,LDB,11.0
Andrés Sabella Gálvez International Airport,ANF,11.0
Enrique Olaya Herrera Airport,EOH,11.0
Alejandro Velasco Astete International Airport,CUZ,11.0
General Manuel Carlos Piar International Airport,PZO,11.0
Robert L. Bradshaw International Airport,SKB,11.0
George F. L. Charles Airport,SLU,11.0
Gustaf III Airport,SBH,11.0
Abeid Amani Karume International Airport,ZNZ,11.0
Belgorod International Airport,EGO,11.0
Ulan-Ude Airport (Mukhino),UUD,11.0
Chita-Kadala Airport,HTA,11.0
Manzhouli Xijiao Airport,NZH,11.0
Raipur Airport,RPR,11.0
Santo Pekoa International Airport,SON,11.0
Sialkot Airport,SKT,11.0
Alice Springs Airport,ASP,11.0
South Bend Regional Airport,SBN,11.0
Frank Pais International Airport,HOG,11.0
Zahedan International Airport,ZAH,11.0
Miyazaki Airport,KMI,11.0
Aktion National Airport,PVK,11.0
Paderborn Lippstadt Airport,PAD,11.0
Vir Savarkar International Airport,IXZ,11.0
Birsa Munda Airport,IXR,11.0
Chiang Rai International Airport,CEI,11.0
Kharkiv International Airport,HRK,10.0
Lubumbashi International Airport,FBM,10.0
Prince Said Ibrahim International Airport,HAH,10.0
Angads Airport,OUD,10.0
Carcassonne Airport,CCF,10.0
Ancona Falconara Airport,AOI,10.0
La Rochelle-Île de Ré Airport,LRH,10.0
Mudanjiang Hailang International Airport,MDG,10.0
Yibin Caiba Airport,YBP,10.0
Hami Airport,HMI,10.0
Jining Qufu Airport,JNG,10.0
Korla Airport,KRL,10.0
Kuujjuaq Airport,YVP,10.0
Greater Moncton International Airport,YQM,10.0
Prince George Airport,YXS,10.0
Iloilo International Airport,ILO,10.0
El Plumerillo Airport,MDZ,10.0
Atlantic City International Airport,ACY,10.0
Bellingham International Airport,BLI,10.0
Monterey Peninsula Airport,MRY,10.0
Lubbock Preston Smith International Airport,LBB,10.0
Rick Husband Amarillo International Airport,AMA,10.0
Destin-Ft Walton Beach Airport,VPS,10.0
Rodríguez Ballón International Airport,AQP,10.0
Manuel Márquez de León International Airport,LAP,10.0
Francisco Sarabia International Airport,TRC,10.0
General Francisco J. Mujica International Airport,MLM,10.0
Ernesto Cortissoz International Airport,BAQ,10.0
Arturo Michelena International Airport,VLN,10.0
Lajes Airport,TER,10.0
Trabzon International Airport,TZX,10.0
Mount Hagen Kagamuga Airport,HGU,10.0
Senador Petrônio Portela Airport,THE,10.0
Regional de Maringá - Sílvio Nane Junior Airport,MGF,10.0
El Tepual Airport,PMC,10.0
Aden Adde International Airport,MGQ,10.0
Casa De Campo International Airport,LRM,10.0
Norwich International Airport,NWI,10.0
Luxor International Airport,LXR,10.0
Johan Adolf Pengel International Airport,PBM,10.0
Flamingo International Airport,BON,10.0
Atyrau Airport,GUW,10.0
Maastricht Aachen Airport,MST,10.0
Alta Airport,ALF,10.0
Kalamata Airport,KLX,10.0
Mytilene International Airport,MJT,10.0
Sulaymaniyah International Airport,ISU,10.0
Sardar-e-Jangal Airport,RAS,10.0
Jiamusi Airport,JMU,10.0
Lal Bahadur Shastri Airport,VNS,10.0
Volgograd International Airport,VOG,10.0
Shymkent Airport,CIT,10.0
Saipan International Airport,SPN,10.0
Babelthuap Airport,ROR,10.0
Hakodate Airport,HKD,10.0
Exuma International Airport,GGT,10.0
El Tari Airport,KOE,10.0
Four Corners Regional Airport,FMN,9.0
Tabuk Airport,TUU,9.0
Prince Abdulmohsin Bin Abdulaziz Airport,YNB,9.0
Sohag International Airport,HMB,9.0
Oita Airport,OIT,9.0
Kumamoto Airport,KMJ,9.0
Cheongju International Airport/Cheongju Air Base (K-59/G-513),CJJ,9.0
Puerto Princesa Airport,PPS,9.0
Port Elizabeth Airport,PLZ,9.0
Sir Seretse Khama International Airport,GBE,9.0
Simon Mwansa Kapwepwe International Airport,NLA,9.0
Nampula Airport,APL,9.0
Imphal Airport,IMF,9.0
Rabah Bitat Airport,AAE,9.0
N'Djamena International Airport,NDJ,9.0
Varna Airport,VAR,9.0
Pescara International Airport,PSR,9.0
Liège Airport,LGG,9.0
Luoyang Airport,LYA,9.0
Dachuan Airport,DAX,9.0
Bahia - Jorge Amado Airport,IOS,9.0
Governador Jorge Teixeira de Oliveira Airport,PVH,9.0
Diego Aracena Airport,IQQ,9.0
Henry E Rohlsen Airport,STX,9.0
Rogue Valley International Medford Airport,MFR,9.0
Mobile Regional Airport,MOB,9.0
Gulfport Biloxi International Airport,GPT,9.0
Jesús Terán Paredo International Airport,AGU,9.0
Ixtapa Zihuatanejo International Airport,ZIH,9.0
Gaziantep International Airport,GZT,9.0
Hatay Airport,HTY,9.0
Abel Santamaria Airport,SNU,9.0
Saarbrücken Airport,SCN,9.0
Samos Airport,SMI,9.0
Béziers-Vias Airport,BZR,9.0
Robin Hood Doncaster Sheffield Airport,DSA,9.0
Federico Garcia Lorca Airport,GRX,9.0
Blackpool International Airport,BLK,9.0
Clermont-Ferrand Auvergne Airport,CFE,9.0
"Harstad/Narvik Airport, Evenes",EVE,9.0
Newport News Williamsburg International Airport,PHF,9.0
Evansville Regional Airport,EVV,9.0
Appleton International Airport,ATW,9.0
Wilkes Barre Scranton International Airport,AVP,9.0
Sibu Airport,SBW,9.0
Hobart International Airport,HBA,9.0
Toyama Airport,TOY,9.0
Mirny Airport,MJZ,9.0
Talagi Airport,ARH,9.0
Sri Guru Ram Dass Jee International Airport,ATQ,9.0
Chandigarh Airport,IXC,9.0
Tiruchirapally Civil Airport Airport,TRZ,9.0
Astrakhan Airport,ASF,8.0
Samarkand Airport,SKD,8.0
Syktyvkar Airport,SCW,8.0
Khanty Mansiysk Airport,HMA,8.0
Salekhard Airport,SLY,8.0
Nadym Airport,NYM,8.0
Biju Patnaik Airport,BBI,8.0
Goloson International Airport,LCE,8.0
General Juan N Alvarez International Airport,ACA,8.0
General Lucio Blanco International Airport,REX,8.0
Angel Albino Corzo International Airport,TGZ,8.0
Ponciano Arriaga International Airport,SLP,8.0
North Eleuthera Airport,ELH,8.0
Port Harcourt International Airport,PHC,8.0
Sfax Thyna International Airport,SFA,8.0
Miho Yonago Airport,YGJ,8.0
Akita Airport,AXT,8.0
Agartala Airport,IXA,8.0
Mutiara Airport,PLW,8.0
Sultan Khairun Babullah Airport,TTE,8.0
Dominique Edward Osok Airport,SOQ,8.0
Churchill Airport,YYQ,8.0
Inuvik Mike Zubko Airport,YEV,8.0
Kopitnari Airport,KUT,8.0
Visby Airport,VBY,8.0
Pemba Airport,POL,8.0
Pierre Regional Airport,PIR,8.0
Midland International Airport,MAF,8.0
Capital City Airport,LAN,8.0
Fayetteville Regional Grannis Field,FAY,8.0
Gallatin Field,BZN,8.0
Rapid City Regional Airport,RAP,8.0
Shreveport Regional Airport,SHV,8.0
Baton Rouge Metropolitan Airport,BTR,8.0
Prof. Eribelto Manoel Reino State Airport,SJP,8.0
Jorge Wilsterman International Airport,CBB,8.0
Zaragoza Air Base,ZAZ,8.0
Comiso Airport,CIY,8.0
Westerland Sylt Airport,GWT,8.0
Kununurra Airport,KNX,8.0
Changde Airport,CGD,8.0
Guangyuan Airport,GYS,8.0
Qiqihar Sanjiazi Airport,NDG,8.0
Wuhai Airport,WUA,8.0
Nanyang Jiangying Airport,NNY,8.0
Bijie Feixiong Airport,BFJ,8.0
Santa Barbara Municipal Airport,SBA,8.0
Grand Junction Regional Airport,GJT,8.0
Bangor International Airport,BGR,8.0
Roberts Field,RDM,8.0
Tri Cities Airport,PSC,8.0
Madang Airport,MAG,8.0
Godthaab / Nuuk Airport,GOH,8.0
Mont Joli Airport,YYY,8.0
Capitan Oriel Lea Plaza Airport,TJA,8.0
Teniente Av. Jorge Henrich Arauz Airport,TDD,8.0
Vance W. Amory International Airport,NEV,8.0
Takamatsu Airport,TAK,8.0
Aarhus Airport,AAR,8.0
Cheddi Jagan International Airport,GEO,8.0
Basrah International Airport,BSR,8.0
La Palma Airport,SPC,8.0
Innsbruck Airport,INN,8.0
Voronezh International Airport,VOZ,8.0
Umeå Airport,UME,8.0
Turku Airport,TKU,8.0
Adi Sumarmo Wiryokusumo Airport,SOC,8.0
Launceston Airport,LST,8.0
Port Hedland International Airport,PHE,8.0
Newcastle Airport,NTL,8.0
Nouméa Magenta Airport,GEA,8.0
Unalakleet Airport,UNK,8.0
Austin Straubel International Airport,GRB,8.0
Tri-Cities Regional TN/VA Airport,TRI,7.0
Montgomery Regional (Dannelly Field) Airport,MGM,7.0
Kangerlussuaq Airport,SFJ,7.0
Comox Airport,YQQ,7.0
Deer Lake Airport,YDF,7.0
Silchar Airport,IXS,7.0
Vinh Airport,VII,7.0
Buon Ma Thuot Airport,BMV,7.0
Cam Ranh Airport,CXR,7.0
Bagan Airport,NYU,7.0
Heho Airport,HEH,7.0
Rendani Airport,MKW,7.0
Aktobe Airport,AKX,7.0
Sary-Arka Airport,KGF,7.0
Ust-Kamennogorsk Airport,UKK,7.0
Simferopol International Airport,SIP,7.0
Orenburg Central Airport,REN,7.0
Fergana International Airport,FEG,7.0
Kulob Airport,TJU,7.0
Maharana Pratap Airport,UDR,7.0
Madurai Airport,IXM,7.0
Mattala Rajapaksa International Airport,HRI,7.0
Edward G. Pitka Sr Airport,GAL,7.0
Osvaldo Vieira International Airport,OXB,7.0
Egal International Airport,HGA,7.0
Berbera Airport,BBO,7.0
Asmara International Airport,ASM,7.0
Ta'izz International Airport,TAI,7.0
Cagayan De Oro Airport,,7.0
Islas Malvinas Airport,ROS,7.0
Hermanos Serdán International Airport,PBC,7.0
General Francisco Javier Mina International Airport,TAM,7.0
General Leobardo C. Ruiz International Airport,ZCL,7.0
Playa De Oro International Airport,ZLO,7.0
Querétaro Intercontinental Airport,QRO,7.0
Coronel FAP Francisco Secada Vignetta International Airport,IQT,7.0
Ain Arnat Airport,QSF,7.0
Mallam Aminu International Airport,KAN,7.0
Shanhaiguan Airport,SHP,7.0
Wiley Post Will Rogers Memorial Airport,BRW,7.0
Plattsburgh International Airport,PBG,7.0
Valley International Airport,HRL,7.0
Great Falls International Airport,GTF,7.0
Augusta Regional At Bush Field,AGS,7.0
Albert J Ellis Airport,OAJ,7.0
Missoula International Airport,MSO,7.0
Northwest Florida Beaches International Airport,ECP,7.0
Arviat Airport,YEK,7.0
Kuujjuarapik Airport,YGW,7.0
Red Lake Airport,YRL,7.0
Val-d'Or Airport,YVO,7.0
Murmansk Airport,MMK,7.0
Maun Airport,MUB,7.0
Livingstone Airport,LVI,7.0
Beira Airport,BEW,7.0
Chingozi Airport,TET,7.0
Victoria Falls International Airport,VFA,7.0
Toamasina Airport,TMM,7.0
Ulanhot Airport,HLH,7.0
Xilinhot Airport,XIL,7.0
Weifang Airport,WEF,7.0
Anqing Tianzhushan Airport,AQG,7.0
Qianjiang Wulingshan Airport,JIQ,7.0
Diqing Airport,DIG,7.0
Jiuhuashan Airport,JUH,7.0
Dunhuang Airport,DNH,7.0
Jiayuguan Airport,JGN,7.0
Dali Airport,DLU,7.0
San Carlos De Bariloche Airport,BRC,7.0
Brigadeiro Lysias Rodrigues Airport,PMW,7.0
Ministro Victor Konder International Airport,NVT,7.0
Bora Bora Airport,BOB,7.0
Queenstown International Airport,ZQN,7.0
Shahid Sadooghi Airport,AZD,7.0
Salalah Airport,SLL,7.0
Asahikawa Airport,AKJ,7.0
La Florida Airport,LSC,7.0
Vanguardia Airport,VVC,7.0
Inca Manco Capac International Airport,JUL,7.0
"Szczecin-Goleniów ""Solidarność"" Airport",SZZ,7.0
Kristiansund Airport (Kvernberget),KSU,7.0
Poitiers-Biard Airport,PIS,7.0
Pdte. Carlos Ibañez del Campo Airport,PUQ,7.0
Växjö Kronoberg Airport,VXO,7.0
Molde Airport,MOL,7.0
Kirkenes Airport (Høybuktmoen),KKN,7.0
Hammerfest Airport,HFT,7.0
Vadsø Airport,VDS,7.0
Juwata Airport,TRK,7.0
Bintulu Airport,BTU,7.0
Sultan Mahmud Airport,TGG,7.0
Tawau Airport,TWU,7.0
Pangkal Pinang (Depati Amir) Airport,PGK,7.0
Iskandar Airport,PKN,7.0
Tabing Airport,,7.0
Mackay Airport,MKY,7.0
Karratha Airport,KTA,7.0
Hamilton Island Airport,HTI,7.0
Urgench Airport,UGC,7.0
Cayenne-Rochambeau Airport,CAY,7.0
Diyarbakir Airport,DIY,7.0
Begishevo Airport,NBC,7.0
Rijeka Airport,RJK,7.0
Klagenfurt Airport,KLU,7.0
Kayseri Erkilet Airport,ASR,7.0
Cherepovets Airport,CEE,7.0
Alexander the Great International Airport,KVA,6.0
Newquay Cornwall Airport,NQY,6.0
Marsa Alam International Airport,RMF,6.0
Karpathos Airport,AOK,6.0
Kerry Airport,KIR,6.0
Gazipaşa Airport,GZP,6.0
Dongying Shengli Airport,DOY,6.0
Mangshi Airport,LUM,6.0
Jiujiang Lushan Airport,JIU,6.0
Nanchong Airport,NAO,6.0
Jixi Xingkaihu Airport,JXA,6.0
Yichun Mingyueshan Airport,YIC,6.0
Xingyi Airport,ACX,6.0
Handan Airport,HDG,6.0
Quzhou Airport,JUZ,6.0
Qingyang Airport,IQN,6.0
Jinchuan Airport,JIC,6.0
Memanbetsu Airport,MMB,6.0
Nagoya Airport,NKM,6.0
Daegu Airport,TAE,6.0
Muan International Airport,MWX,6.0
Zamboanga International Airport,ZAM,6.0
Bacolod-Silay Airport,BCD,6.0
Martin Miguel De Guemes International Airport,SLA,6.0
General E. Mosconi Airport,CRD,6.0
Almirante Marco Andres Zar Airport,REL,6.0
Lengpui Airport,AJL,6.0
Dibrugarh Airport,DIB,6.0
Leh Kushok Bakula Rimpochee Airport,IXL,6.0
Hat Yai International Airport,HDY,6.0
Udon Thani Airport,UTH,6.0
Shaktoolik Airport,SKK,6.0
Elmira Corning Regional Airport,ELM,6.0
New Castle Airport,ILG,6.0
Kalamazoo Battle Creek International Airport,AZO,6.0
Wewak International Airport,WWK,6.0
Kimbe Airport,HKN,6.0
Sudbury Airport,YSB,6.0
Baie Comeau Airport,YBC,6.0
Baker Lake Airport,YBK,6.0
Chesterfield Inlet Airport,YCS,6.0
Campbell River Airport,YBL,6.0
Cambridge Bay Airport,YCB,6.0
Coral Harbour Airport,YZS,6.0
Assiut International Airport,ATZ,6.0
Mwanza Airport,MWZ,6.0
Sokol Airport,GDX,6.0
Lensk Airport,ULK,6.0
Yelizovo Airport,PKC,6.0
Bukhara Airport,BHK,6.0
Navoi Airport,NVI,6.0
Raja Bhoj International Airport,BHO,6.0
Jodhpur Airport,JDH,6.0
San Luis Valley Regional Bergman Field,ALS,6.0
Cheyenne Regional Jerry Olson Field,CYS,6.0
Bismarck Municipal Airport,BIS,6.0
Liberal Mid-America Regional Airport,LBL,6.0
Dodge City Regional Airport,DDC,6.0
Halmstad Airport,HAD,6.0
Gällivare Airport,GEV,6.0
Luleå Airport,LLA,6.0
Ngjiva Pereira Airport,VPE,6.0
Aksu Airport,AKU,6.0
Hotan Airport,HTN,6.0
Fort Yukon Airport,FYU,6.0
Nantucket Memorial Airport,ACK,6.0
Meadows Field,BFL,6.0
Show Low Regional Airport,SOW,6.0
Xoxocotlán International Airport,OAX,6.0
El Tajín National Airport,PAZ,6.0
Mc Allen Miller International Airport,MFE,6.0
Matecaña International Airport,PEI,6.0
Soummam Airport,BJA,6.0
Zenata – Messali El Hadj Airport,TLM,6.0
Touat Cheikh Sidi Mohamed Belkebir Airport,AZR,6.0
Oued Irara Airport,HME,6.0
Fort St John Airport,YXJ,6.0
Norman Wells Airport,YVQ,6.0
Thompson Airport,YTH,6.0
Waskaganish Airport,YKQ,6.0
London Airport,YXU,6.0
Jardines Del Rey Airport,CCC,6.0
Santa Fe Municipal Airport,SAF,6.0
Charles M. Schulz Sonoma County Airport,STS,6.0
Lafayette Regional Airport,LFT,6.0
Yeager Airport,CRW,6.0
Stewart International Airport,SWF,6.0
Monroe Regional Airport,MLU,6.0
Robert Gray  Army Air Field Airport,GRK,6.0
Alexandria International Airport,AEX,6.0
Erfurt Airport,ERF,6.0
Kalymnos Airport,JKL,6.0
Leros Airport,LRS,6.0
Reggio Calabria Airport,REG,6.0
Bolshoye Savino Airport,PEE,6.0
Horta Airport,HOR,6.0
Elazığ Airport,EZS,6.0
Shahid Ashrafi Esfahani Airport,KSH,6.0
Batumi International Airport,BUS,6.0
Gorgan Airport,GBT,6.0
Abadan Airport,ABD,6.0
Dasht-e Naz Airport,SRY,6.0
Konarak Airport,ZBR,6.0
Lar Airport,LRR,6.0
Turbat International Airport,TUK,6.0
Sukkur Airport,SKZ,6.0
Piloto Civil N. Fernández Airport,RGL,6.0
Presidente Peron Airport,NQN,6.0
Prefeito Renato Moreira Airport,IMP,6.0
Vitória da Conquista Airport,VDC,6.0
Barreiras Airport,BRA,6.0
El Loa Airport,CJC,6.0
Samaná El Catey International Airport,AZS,6.0
Herat Airport,HEA,6.0
Jizan Regional Airport,GIZ,6.0
Supadio Airport,PNK,6.0
Mulu Airport,MZV,6.0
Sandakan Airport,SDK,6.0
Sultan Thaha Airport,DJB,6.0
Port Macquarie Airport,PQQ,6.0
Mildura Airport,MQL,6.0
Carriel Sur Airport,CCP,6.0
El Caraño Airport,UIB,6.0
Juana Azurduy De Padilla Airport,SRE,6.0
Cap FAP David Abenzur Rengifo International Airport,PCL,6.0
Cadete FAP Guillermo Del Castillo Paredes Airport,TPP,6.0
Clayton J Lloyd International Airport,AXA,6.0
Vieques Airport,VQS,6.0
Gibraltar Airport,GIB,6.0
Košice Airport,KSC,6.0
Lublin Airport,LUZ,6.0
Kefallinia Airport,EFL,6.0
Chios Island National Airport,JKH,6.0
Eelde Airport,GRQ,6.0
City of Derry Airport,LDY,5.0
Transilvania Târgu Mureş International Airport,TGM,5.0
Humberside Airport,HUY,5.0
Brive Souillac Airport,BVE,5.0
Sumburgh Airport,LSI,5.0
Stornoway Airport,SYY,5.0
Tours-Val-de-Loire Airport,TUF,5.0
São Pedro Airport,VXE,5.0
Brønnøysund Airport,BNN,5.0
Mosjøen Airport (Kjærstad),MJF,5.0
Minot International Airport,MOT,5.0
Helena Regional Airport,HLN,5.0
Niagara Falls International Airport,IAG,5.0
Tri-State/Milton J. Ferguson Field,HTS,5.0
Glacier Park International Airport,FCA,5.0
Corpus Christi International Airport,CRP,5.0
Melilla Airport,MLN,5.0
Saint-Étienne-Bouthéon Airport,EBU,5.0
Cuneo International Airport,CUF,5.0
Wajir Airport,WJR,5.0
Port Sudan New International Airport,PZU,5.0
Malindi Airport,MYD,5.0
Antonio Maceo International Airport,SCU,5.0
Kushiro Airport,KUH,5.0
Hyakuri Airport,IBR,5.0
Aomori Airport,AOJ,5.0
Miyako Airport,MMY,5.0
General Santos International Airport,GES,5.0
Daniel Z. Romualdez Airport,TAC,5.0
Heringsdorf Airport,HDF,5.0
Rostock-Laage Airport,RLG,5.0
Marina Di Campo Airport,EBA,5.0
Sibiu International Airport,SBZ,5.0
Zweibrücken Airport,ZQW,5.0
Vaasa Airport,VAA,5.0
Yan'an Ershilipu Airport,ENY,5.0
Dandong Airport,DDG,5.0
Tongren Fenghuang Airport,TEN,5.0
Bayannur Tianjitai Airport,RLK,5.0
Changbaishan Airport,NBS,5.0
Saertu Airport,DQA,5.0
Tengchong Tuofeng Airport,TCZ,5.0
Xichang Qingshan Airport,XIC,5.0
Jinzhou Airport,JNZ,5.0
Goroka Airport,GKA,5.0
Momote Airport,MAS,5.0
Gurney Airport,GUR,5.0
Kiunga Airport,UNG,5.0
Narsarsuaq Airport,UAK,5.0
Ilulissat Airport,JAV,5.0
Whale Cove Airport,YXN,5.0
Kugluktuk Airport,YCO,5.0
Pakse International Airport,PKZ,5.0
Paro Airport,PBH,5.0
Dehradun Airport,DED,5.0
Lien Khuong Airport,DLI,5.0
Phu Quoc International Airport,PQC,5.0
Tachileik Airport,THL,5.0
Elim Airport,ELI,5.0
Koyuk Alfred Adams Airport,KKA,5.0
Chicago Rockford International Airport,RFD,5.0
Toledo Express Airport,TOL,5.0
Cherry Capital Airport,TVC,5.0
Central Wisconsin Airport,CWA,5.0
MBS International Airport,MBS,5.0
University Park Airport,SCE,5.0
Melbourne International Airport,MLB,5.0
Coastal Carolina Regional Airport,EWN,5.0
Daytona Beach International Airport,DAB,5.0
Whitehorse / Erik Nielsen International Airport,YXY,5.0
Igloolik Airport,YGT,5.0
The Pas Airport,YQD,5.0
Kamloops Airport,YKA,5.0
Schefferville Airport,YKL,5.0
Timmins/Victor M. Power,YTS,5.0
Williams Lake Airport,YWL,5.0
Rouyn Noranda Airport,YUY,5.0
