name,icao,score
Eppley Airfield,KOMA,1.1659249097794013
Hamid Karzai International Airport,OAKB,1.164734398051554
Tbilisi International Airport,UGTB,1.1618716341423716
La Tontouta International Airport,NWWW,1.1580864280749255
Weeze Airport,EDLV,1.154937945223304
Southampton Airport,EGHI,1.1544354131474297
"Sandefjord Airport, Torp",ENTO,1.1443315508765508
Calicut International Airport,VOCL,1.1415167159157116
Bastia-Poretta Airport,LFKB,1.13730320583672
Holy Cross Airport,PAHC,1.1332144034870586
Osh Airport,UAFO,1.128962491652898
Birmingham-Shuttlesworth International Airport,KBHM,1.1261849325037303
Sendai Airport,RJSS,1.1250296905169228
Quanzhou Jinjiang International Airport,ZSQZ,1.1245548559735352
Pune Airport,VAPO,1.120034034211029
Hurghada International Airport,HEGN,1.1185134572800242
McGrath Airport,PAMC,1.1179062323803992
Modibo Keita International Airport,GABS,1.1117092967856979
Russian Mission Airport,PARS,1.110854967903133
Buffalo Niagara International Airport,KBUF,1.1101906335542773
Mandalay International Airport,VYMD,1.1100234852124118
Treviso-Sant'Angelo Airport,LIPH,1.108455195291327
Dortmund Airport,EDLW,1.107963431562014
Charleston Air Force Base-International Airport,KCHS,1.107937056291922
Philip S. W. Goldson International Airport,MZBZ,1.1039266663203686
Muskrat Dam Airport,CZMD,1.103544534186667
El Tepual Airport,SCTE,1.1012245161602456
Kazan International Airport,UWKD,1.098464481792627
Praia International Airport,GVNP,1.0951592286433487
Bearskin Lake Airport,CNE3,1.088192832872918
"Moss Airport, Rygge",ENRY,1.0850616414186436
Vladivostok International Airport,UHWW,1.0831274638604944
Tucson International Airport,KTUS,1.078559083977746
Leipzig/Halle Airport,EDDP,1.0768447914947428
Djibouti-Ambouli Airport,HDAM,1.0767267284228144
Kuujjuarapik Airport,CYGW,1.0757622664398936
Sir Grantley Adams International Airport,TBPB,1.071093577402197
Silvio Pettirossi International Airport,SGAS,1.0660643227598343
Norsup Airport,NVSP,1.0659230207612467
General E. Mosconi Airport,SAVC,1.0639472991114904
McGhee Tyson Airport,KTYS,1.0586456583204864
Westchester County Airport,KHPN,1.05577806222476
Madang Airport,AYMD,1.0508008293588857
Djerba Zarzis International Airport,DTTJ,1.0451515779256062
Lhasa Gonggar Airport,ZULS,1.0448611349204877
Chişinău International Airport,LUKK,1.0428409556307927
Norman Manley International Airport,MKJP,1.0425191543970092
Verona Villafranca Airport,LIPX,1.0417152631392337
Strasbourg Airport,LFST,1.0416452435899464
Wales Airport,PAIW,1.0412339863340843
Erbil International Airport,ORER,1.0400176801500438
James M Cox Dayton International Airport,KDAY,1.038768863191232
General Manuel Carlos Piar International Airport,SVPR,1.0325074641838818
Dzaoudzi Pamandzi International Airport,FMCZ,1.0319930259027887
Cardiff International Airport,EGFF,1.0314476803902928
Lajes Airport,LPLA,1.0292928671326291
Attawapiskat Airport,CYAT,1.0274774371565485
Nagasaki Airport,RJFU,1.0245397291868639
Toussaint Louverture International Airport,MTPP,1.0240650788260306
Rotterdam The Hague Airport,EHRD,1.0231239793850984
St Mary's Airport,PASM,1.0228854640700122
Reno Tahoe International Airport,KRNO,1.0190229043199277
Tirana International Airport Mother Teresa,LATI,1.0186284760222324
Jorge Wilsterman International Airport,SLCB,1.0146879726545521
Platov International Airport,URRP,1.012460088290757
Dabolim Airport,VAGO,1.0123571449613273
Munda Airport,AGGM,1.0068263759737168
Aktau Airport,UATE,1.0037250151098143
Kurumoch International Airport,UWWW,1.0018664056080644
Dominique Edward Osok Airport,WAXX,1.0006977162328368
Ten. Cel. Aviador César Bombonato Airport,SBUL,0.999939172919179
Gerald R. Ford International Airport,KGRR,0.9991368169591885
Sochi International Airport,URSS,0.9978230517899718
Alghero-Fertilia Airport,LIEA,0.9975496688681984
Ramón Villeda Morales International Airport,MHLM,0.993793329120825
Eurico de Aguiar Salles Airport,SBVT,0.9929358323895621
Ljubljana Jože Pučnik Airport,LJLJ,0.9928232699262399
Launceston Airport,YMLT,0.9905291767291989
Martinique Aimé Césaire International Airport,TFFF,0.9894601766726907
Brunei International Airport,WBSB,0.9890062768874337
Vincenzo Florio Airport Trapani-Birgi,LICT,0.9868621333759873
Daniel Oduber Quiros International Airport,MRLB,0.9819771999770732
Des Moines International Airport,KDSM,0.9817210385323938
Milas Bodrum International Airport,LTFE,0.981585612249496
Ufa International Airport,UWUU,0.9795610434764633
Pointe Noire Airport,FCPP,0.9791444424508651
Greenville Spartanburg International Airport,KGSP,0.9784792149659534
Lungi International Airport,GFLL,0.9776603832222263
Bill & Hillary Clinton National Airport/Adams Field,KLIT,0.9763032964955058
Menorca Airport,LEMH,0.9752878785455472
General Ignacio P. Garcia International Airport,MMHO,0.9746090081504842
Tulsa International Airport,KTUL,0.9717911792070795
Billy Bishop Toronto City Centre Airport,CYTZ,0.9703235696696173
Greater Rochester International Airport,KROC,0.9688292436525859
Puvirnituq Airport,CYPX,0.9679580625614157
Aden Adde International Airport,HCMM,0.9652278596278964
Cambridge Bay Airport,CYCB,0.964657313515488
Kish International Airport,OIBK,0.9630080963629893
Salzburg Airport,LOWS,0.9625593405260139
Victoria Harbour Seaplane Base,CYWH,0.9612404689154856
Vancouver Harbour Water Aerodrome,CYHC,0.9612404689154856
Neerlerit Inaat Airport,BGCO,0.9612404689154856
Ittoqqortoormiit Heliport,BGSC,0.9612404689154856
Aden International Airport,OYAA,0.9577472280894239
Copernicus Wrocław Airport,EPWR,0.957646940643872
Changzhou Benniu Airport,ZSCG,0.9569940166795773
Kiev Zhuliany International Airport,UKKK,0.9551621801083963
Qaanaaq Airport,BGQQ,0.9537538901676726
Emmonak Airport,PAEM,0.9535890352493512
Palm Springs International Airport,KPSP,0.9494396663236497
Santiago de Compostela Airport,LEST,0.9492389451104899
Alta Airport,ENAT,0.9478457940439131
Benina International Airport,HLLB,0.9473492600639558
Makkovik Airport,CYFT,0.946721644060809
Cork Airport,EICK,0.9464075301720468
Belfast International Airport,EGAA,0.9462374951283329
Lomé-Tokoin Airport,DXXX,0.9459505439110476
Katima Mulilo Airport,FYKM,0.9449506289899299
Rundu Airport,FYRU,0.9449506289899299
Stockholm Skavsta Airport,ESKN,0.9438916463157895
Jieyang Chaoshan International Airport,ZGOW,0.9405457376116235
Ontario International Airport,KONT,0.9382658284848595
Senai International Airport,WMKJ,0.9378793765887594
Husein Sastranegara International Airport,WICC,0.9356656175584467
Taichung Ching Chuang Kang Airport,RCMQ,0.9330323763535137
Exeter International Airport,EGTE,0.9279942904404895
Al Massira Airport,GMAD,0.9257873410713627
Toncontín International Airport,MHTG,0.9249933913920592
Longreach Airport,YLRE,0.9223766590782505
Tabriz International Airport,OITT,0.9199138293226637
Governador Aluízio Alves International Airport,SBSG,0.9147017348742973
Simon Mwansa Kapwepwe International Airport,FLND,0.9121748548726307
Marechal Cunha Machado International Airport,SBSL,0.9114961052045385
Sandy Lake Airport,CZSJ,0.9092431774991334
Churchill Airport,CYYQ,0.9074358319195395
Kashechewan Airport,CZKE,0.9026770784471281
Theodore Francis Green State Airport,KPVD,0.9019723525066569
Piedmont Triad International Airport,KGSO,0.8977488512062535
Katowice International Airport,EPKT,0.8976230351856415
Mineralnyye Vody Airport,URMM,0.8888755092758538
Maningrida Airport,YMGD,0.8882208149788248
Fort Hope Airport,CYFH,0.8855514168780086
Postville Airport,CCD4,0.8854894547379986
Andrés Sabella Gálvez International Airport,SCFA,0.8853673681488397
Lubumbashi International Airport,FZQA,0.8837951492755028
Alice Springs Airport,YBAS,0.8810240419462313
Kalskag Airport,PALG,0.8806506870489678
Ellison Onizuka Kona International At Keahole Airport,PHKO,0.8805040044066064
Syracuse Hancock International Airport,KSYR,0.87900144652041
Thompson Airport,CYTH,0.8768006521626365
Cunnamulla Airport,YCMU,0.8759574406583623
Ngjiva Pereira Airport,FNGI,0.8759342112583631
Capitan Oriel Lea Plaza Airport,SLTJ,0.8758901058808028
João Correa da Rocha Airport,SBMA,0.8731901473224006
Alejandro Velasco Astete International Airport,SPZO,0.8723389235604319
Presidente Peron Airport,SAZN,0.8715294141108222
Gustavo Rojas Pinilla International Airport,SKSP,0.8692278405080595
La Chinita International Airport,SVMC,0.8673325949793514
Arviat Airport,CYEK,0.8648086489989685
Abeid Amani Karume International Airport,HTZA,0.8643954358630932
St Augustin Airport,CYIF,0.8625736824266452
Ouvéa Airport,NWWV,0.8620160292096936
Tiga Airport,NWWA,0.8620160292096936
Chevery Airport,CYHR,0.8603001891792711
Talagi Airport,ULAA,0.8584609502995209
Rendani Airport,WASR,0.8579600775709398
Igloolik Airport,CYGT,0.8576029933210016
Shannon Airport,EINN,0.8565118610832219
Bocas Del Toro International Airport,MPBO,0.8562098008340189
Mbandaka Airport,FZEA,0.8550937971139168
Shaktoolik Airport,PFSH,0.8549570660559334
Resolute Bay Airport,CYRB,0.8523201831747046
Val-d'Or Airport,CYVO,0.8521044914004674
Lombok International Airport,WADL,0.8509127652302941
Nuku Hiva Airport,NTMD,0.8494109448219982
Hiva Oa-Atuona Airport,NTMN,0.8494109448219982
Northwest Arkansas Regional Airport,KXNA,0.8487556578099869
Marudi Airport,WBGM,0.848327866219049
Kugluktuk Airport,CYCO,0.8479451232925987
Francisco Bangoy International Airport,RPMD,0.8478911192615409
Toamasina Airport,FMMT,0.845042349215734
Bettles Airport,PABT,0.8448707113604054
Canberra International Airport,YSCB,0.842139853706801
Nanyuki Airport,HKNY,0.8395564134528924
Sultan Syarif Kasim Ii (Simpang Tiga) Airport,WIBB,0.8383549677506209
Natashquan Airport,CYNA,0.8380567637565763
Wewak International Airport,AYWK,0.8374586221244441
Kelowna International Airport,CYLW,0.8368139425331489
San Carlos De Bariloche Airport,SAZS,0.8340091044806065
Broome International Airport,YBRM,0.83241159720262
Kobuk Airport,PAOB,0.8310680475069027
Mota Lava Airport,NVSA,0.8309270294879072
Torres Airstrip,NVSD,0.8309270294879072
Craig Cove Airport,NVSF,0.8307733790076347
Governador Jorge Teixeira de Oliveira Airport,SBPV,0.8305517349851679
El Tari Airport,WATT,0.8304820605117753
Vadsø Airport,ENVD,0.8298176469586338
Brevig Mission Airport,PFKT,0.8270104388522029
Salluit Airport,CYZG,0.8259618987785314
Rodríguez Ballón International Airport,SPQU,0.8241905179590708
Lilongwe International Airport,FWKI,0.8225593005154009
Achmad Yani Airport,WARS,0.8206900549464037
Inukjuak Airport,CYPH,0.8194025199881516
Bora Bora Airport,NTTB,0.8191416639310367
Governador José Richa Airport,SBLO,0.8159667793300309
Baker Lake Airport,CYBK,0.8154997377137357
Pangnirtung Airport,CYXP,0.8152868436689853
Zahedan International Airport,OIZH,0.815098497047109
Charlotte County Airport,KPGD,0.8141691657844544
Lihue Airport,PHLI,0.8137847773817196
Ambler Airport,PAFM,0.8136414742763275
Kangirsuk Airport,CYAS,0.8126088020672168
El Paso International Airport,KELP,0.8112141593286444
Round Lake (Weagamow Lake) Airport,CZRJ,0.8103443169844382
Zadar Airport,LDZD,0.8070598207482508
Shungnak Airport,PAGH,0.8062540473746205
Boise Air Terminal/Gowen Field,KBOI,0.8062428246634253
Sege Airport,AGGS,0.8059162183316686
Friday Harbor Airport,KFHR,0.8056246265465076
Samui Airport,VTSM,0.8051380632786147
Pdte. Carlos Ibañez del Campo Airport,SCCI,0.8049534736737911
Kangiqsujuaq (Wakeham Bay) Airport,CYKG,0.8046074858433677
El Trompillo Airport,SLET,0.8029291803614063
Qaarsut Airport,BGUQ,0.8026813895044009
Deering Airport,PADE,0.8008242639518397
Buckland Airport,PABL,0.8008242639518397
Bob Baker Memorial Airport,PAIK,0.8008242639518397
Robert (Bob) Curtis Memorial Airport,PFNO,0.8008242639518397
Gjoa Haven Airport,CYHK,0.7984260482259415
Santa Maria Airport,SBAR,0.7980129152871648
Fort McMurray Airport,CYMM,0.7975135089033364
Almirante Marco Andres Zar Airport,SAVT,0.7966032284507942
Regina International Airport,CYQR,0.7961685305967229
Diego Aracena Airport,SCDA,0.7948279161913514
Pierre Regional Airport,KPIR,0.794319304780037
Chisasibi Airport,CSU2,0.7943175374747693
Quetta International Airport,OPQT,0.7942470727598917
Conakry International Airport,GUCY,0.7936376283106191
Mekoryuk Airport,PAMY,0.7924881257913519
Pohnpei International Airport,PTPN,0.7924236409906232
Ivujivik Airport,CYIK,0.791937882879489
Upernavik Airport,BGUK,0.7914371839447136
Sola Airport,NVSC,0.7910548932161509
Gaua Island Airport,NVSQ,0.7910548932161509
Baotou Airport,ZBOW,0.7902683061330341
Nampula Airport,FQNP,0.7899723809486346
Anvik Airport,PANV,0.7884961583684202
Ruby Airport,PARY,0.78830595004242
Timmins/Victor M. Power,CYTS,0.7876429031418732
Modlin Airport,EPMO,0.7871290054917464
Myeik Airport,VYME,0.7862926904926879
Eek Airport,PAEE,0.785701743862579
Ulukhaktok Holman Airport,CYHI,0.782464277115953
Savannah Hilton Head International Airport,KSAV,0.7811260532103251
Yuncheng Guangong Airport,ZBYC,0.781053356685071
Mont Joli Airport,CYYY,0.7801404689353332
Zumbi dos Palmares Airport,SBMO,0.7791423858823547
Moosonee Airport,CYMO,0.7769222415457836
Chelyabinsk Balandino Airport,USCC,0.776866975624596
William R Fairchild International Airport,KCLM,0.7767936879335434
Orcas Island Airport,KORS,0.7767936879335434
Malabo Airport,FGSL,0.7752875057823315
Diori Hamani International Airport,DRRN,0.7738033308340562
Mornington Island Airport,YMTI,0.7712554034983278
Aasiaat Airport,BGAA,0.7705689748103123
Kotlik Airport,PFKO,0.770326852957259
Douglas-Charles Airport,TDPD,0.7702632932548928
Bucholz Army Air Field,PKWA,0.7693996583398338
Chaudhary Charan Singh International Airport,VILK,0.769371290305244
Queenstown International Airport,NZQN,0.7684311708907856
Piloto Civil N. Fernández Airport,SAWG,0.7660420416354766
Nantucket Memorial Airport,KACK,0.7645693736119513
Buffalo Spring,HKSB,0.7638295656629128
Martin Miguel De Guemes International Airport,SASA,0.7628119668918838
Coral Harbour Airport,CYZS,0.7619892619617883
Fresno Yosemite International Airport,KFAT,0.7615175674386626
Montpellier-Méditerranée Airport,LFMT,0.7603996576981207
Malmö Sturup Airport,ESMS,0.7599400345612385
Langkawi International Airport,WMKL,0.7597392061128165
Novy Urengoy Airport,USMU,0.7593065912763177
Toksook Bay Airport,PAOO,0.7590005508971853
Xishuangbanna Gasa Airport,ZPJH,0.7579259091307177
Raiatea Airport,NTTR,0.7577661934888824
Bob Hope Airport,KBUR,0.7575346841805373
Venetie Airport,PAVE,0.7575069516991533
Birdsville Airport,YBDV,0.7570915113326099
Whale Cove Airport,CYXN,0.7562842703375441
Cataratas International Airport,SBFI,0.7559664287211839
Skopje Alexander the Great Airport,LWSK,0.7558260315041261
Kalibo International Airport,RPVK,0.7553552440978724
Chesterfield Inlet Airport,CYCS,0.7546137868412087
Vanguardia Airport,SKVV,0.7529942783041185
General José Antonio Anzoategui International Airport,SVBC,0.7521653029308278
Fort Albany Airport,CYFA,0.751545274174248
Blue Grass Airport,KLEX,0.7509537541071768
Akron Canton Regional Airport,KCAK,0.7508068392324708
Koyuk Alfred Adams Airport,PAKK,0.7493457981058758
Wichita Eisenhower National Airport,KICT,0.7468961097526623
Bagdogra Airport,VEBD,0.7458361553398277
Prince George Airport,CYXS,0.7457384229610025
Deer Lake Airport,CYDF,0.7435097128975409
Aupaluk Airport,CYLA,0.7425136062807609
Manihi Airport,NTGI,0.7409261497737822
Clyde River Airport,CYCY,0.7388378609131708
Saskatoon John G. Diefenbaker International Airport,CYXE,0.7382645030221501
Lamezia Terme Airport,LICA,0.7376460404503362
Roberts International Airport,GLRB,0.7370591093731232
Amílcar Cabral International Airport,GVAC,0.7353496721957726
Charleville Airport,YBCV,0.7339556699012862
Mehamn Airport,ENMH,0.7332878788184931
The Eastern Iowa Airport,KCID,0.7332819711381877
Omsk Central Airport,UNOO,0.7332371315653835
Sisimiut Airport,BGSS,0.7331503475113212
Seychelles International Airport,FSIA,0.732198936099674
Windorah Airport,YWDH,0.731954371467718
Kimbe Airport,AYHK,0.7300542283385428
Santa Maria Airport,SBSM,0.7289536222890315
Wajir Airport,HKWJ,0.7285687511081949
Regional de Maringá - Sílvio Nane Junior Airport,SBMG,0.7280064568799293
Sheikh ul Alam Airport,VISR,0.7269478067359579
Memmingen Allgau Airport,EDJA,0.7266905935273856
Taloyoak Airport,CYYH,0.7263700534280747
Pensacola Regional Airport,KPNS,0.7255030973171647
Aalborg Airport,EKYT,0.7248083693651638
Sir Seretse Khama International Airport,FBSK,0.7226459264382775
Malvinas Argentinas Airport,SAWH,0.7214877480321868
Mohamed Boudiaf International Airport,DABC,0.7213821581295613
Ngorangora Airport,AGGK,0.7211564174292617
Yuzhno-Sakhalinsk Airport,UHSS,0.7205269110115493
Nizhny Novgorod Strigino International Airport,UWGG,0.720310060298724
Guernsey Airport,EGJB,0.7201709666103787
Quaqtaq Airport,CYHA,0.7200136093951113
Dongshan Airport,ZBLA,0.7169606810700018
Nizhnevartovsk Airport,USNN,0.7157610953495541
Mara Serena Lodge Airstrip,HKMS,0.7154549057898967
Harrisburg International Airport,KMDT,0.7147171245405849
Ain el Beida Airport,DAUU,0.7131673854417204
Chingozi Airport,FQTT,0.711541901558508
Tunxi International Airport,ZSTX,0.7104555624923319
Alluitsup Paa Heliport,BGAP,0.710413577332607
Nanortalik Heliport,BGNN,0.710413577332607
Ua Pou Airport,NTMP,0.7102141855668032
Ua Huka Airport,NTMU,0.7102141855668032
General Heriberto Jara International Airport,MMVR,0.708350029267832
General Roberto Fierro Villalobos International Airport,MMCU,0.7081969019527257
George Best Belfast City Airport,EGAC,0.7079029343482826
Sultan Ismail Petra Airport,WMKC,0.707057447694775
Eilat Airport,LLET,0.7070144094977303
Gambell Airport,PAGM,0.7057665965122738
Savoonga Airport,PASA,0.7057665965122738
Goma International Airport,FZNA,0.7057500241552892
Sardar-e-Jangal Airport,OIGG,0.7052297345789384
Adana Airport,LTAF,0.7044670768578153
Ipota Airport,NVVI,0.7031644869225919
Doomadgee Airport,YDMG,0.702253407562462
Koumac Airport,NWWK,0.7021682129953281
Krabi Airport,VTSG,0.7018027459923235
Berbera Airport,HCMI,0.7011727440641771
Bedourie Airport,YBIE,0.7002293013542423
White Mountain Airport,PAWM,0.6987486155470917
Toowoomba Airport,YTWB,0.698696579238945
Prince Said Ibrahim International Airport,FMCH,0.6976151175696408
Islas Malvinas Airport,SAAR,0.6958558210158631
Ordos Ejin Horo Airport,ZBDS,0.6954676702437557
Kagoshima Airport,RJFK,0.6953827615060324
Chefornak Airport,PACK,0.6953093993255265
Long Beach /Daugherty Field/ Airport,KLGB,0.6935711827855561
Wapekeka Airport,CKB6,0.6921659153533913
Syamsudin Noor Airport,WAOO,0.690313275077212
Akulivik Airport,CYKO,0.6901340292682234
Lal Bahadur Shastri Airport,VIBN,0.6901014916595887
Gothenburg City Airport,ESGP,0.6898528090310594
Manchester-Boston Regional Airport,KMHT,0.6889598232327794
Golovin Airport,PAGL,0.6889392678413112
Dryden Regional Airport,CYHD,0.6877079055092639
Bachigualato Federal International Airport,MMCL,0.6875923744363529
Odessa International Airport,UKOO,0.6875482124658353
Point Salines International Airport,TGPY,0.6867331528023319
Anaktuvuk Pass Airport,PAKP,0.6864067043635335
Kaltag Airport,PAKV,0.6862095181784192
Nulato Airport,PANU,0.6862095181784192
Hall Beach Airport,CYUX,0.686097021458372
La Tabatière Airport,CTU5,0.6827690887597916
Tête-à-la-Baleine Airport,CTB6,0.6823877043685601
Marshall Islands International Airport,PKMJ,0.6820912241034804
Elim Airport,PFEL,0.6798143621678074
Mombasa Moi International Airport,HKMO,0.6780923490751036
Hewanorra International Airport,TLPL,0.6768707747597609
Niigata Airport,RJSN,0.675744812875595
Shah Amanat International Airport,VGEG,0.6755290945204727
M. R. Štefánik Airport,LZIB,0.6749650324888224
Glasgow Prestwick Airport,EGPK,0.6744416497540695
Jaipur International Airport,VIJP,0.6719414824500957
Dresden Airport,EDDC,0.6719002232735676
Cluj-Napoca International Airport,LRCL,0.671873575418589
Presidente Castro Pinto International Airport,SBJP,0.6714482899165565
Skagway Airport,PAGY,0.6706720996494192
Rafael Nuñez International Airport,SKCG,0.670182279418723
St George Airport,YSGE,0.6692317880705158
Momote Airport,AYMO,0.6692239679831812
Porto Seguro Airport,SBPS,0.6687204254175789
Aguenar – Hadj Bey Akhamok Airport,DAAT,0.6680362789139036
General Rafael Buelna International Airport,MMMZ,0.6677760181908186
Brindisi – Salento Airport,LIBR,0.6675123838854571
Fort Wayne International Airport,KFWA,0.6668277098174831
Akutan Seaplane Base,KQA,0.6668064514098416
Atka Airport,PAAK,0.6668064514098416
Nikolski Air Station,PAKO,0.6668064514098416
Yichang Sanxia Airport,ZHYC,0.6657252692553094
Poznań-Ławica Airport,EPPO,0.6653815288321323
Trenton Mercer Airport,KTTN,0.6639853657973595
La Florida Airport,SCSE,0.6632663310000557
Lonorore Airport,NVSO,0.6618561235249766
Saïss Airport,GMFF,0.6609235372808584
Licenciado Manuel Crescencio Rejon Int Airport,MMMD,0.6607514056592352
Umiujaq Airport,CYMU,0.6603202675936165
Huntsville International Carl T Jones Field,KHSV,0.659948381336022
Mangalore International Airport,VOML,0.6593297082276848
Dr. Babasaheb Ambedkar International Airport,VANP,0.6589966511174532
The Pas Airport,CYQD,0.6588054724316472
Repulse Bay Airport,CYUT,0.657931665432776
Norilsk-Alykel Airport,UOOO,0.6572837516133128
Aniwa Airport,NVVB,0.6572581212891594
Futuna Airport,NVVF,0.6572581212891594
Komatsu Airport,RJNK,0.6562380195560117
Coimbatore International Airport,VOCB,0.6559795172543987
Devi Ahilyabai Holkar Airport,VAID,0.6554000076840019
Goroka Airport,AYGA,0.6550848800526635
Beira Airport,FQBR,0.6533973840539419
Sultan Mahmud Badaruddin II Airport,WIPP,0.6533382670623217
Vishakhapatnam Airport,VEVZ,0.6507992139418168
Kipnuk Airport,PAKI,0.6489908132747916
Augusto C. Sandino (Managua) International Airport,MNMG,0.6487857317009948
Priština International Airport,BKPR,0.6482824577945184
Heho Airport,VYHH,0.6482123209094118
Manda Airstrip,HKLU,0.6470027783438413
Cat Lake Airport,CYAC,0.6463335408220617
Genoa Cristoforo Colombo Airport,LIMJ,0.6459345968147685
Dane County Regional Truax Field,KMSN,0.6451266607820804
Malindi Airport,HKML,0.6449893470844356
Goloson International Airport,MHLC,0.6448172042169275
Calvi-Sainte-Catherine Airport,LFKC,0.6431790069505847
Hiroshima Airport,RJOA,0.6424951131803778
El Loa Airport,SCCF,0.6424170047130258
Salekhard Airport,USDD,0.6420524349669441
Karlsruhe Baden-Baden Airport,EDSB,0.6413736490511066
Jackson-Medgar Wiley Evers International Airport,KJAN,0.6398761180975142
Juba International Airport,HSSJ,0.6397592541025582
Lourdes de Blanc Sablon Airport,CYBX,0.6379446428607193
Carlos Rovirosa Pérez International Airport,MMVA,0.6378861419080953
Portland International Jetport Airport,KPWM,0.6363530190054237
Bangoka International Airport,FZIC,0.6361478291565522
Surgut Airport,USRR,0.6354522356978384
Jerez Airport,LEJR,0.6348812793896691
Huahine-Fare Airport,NTTH,0.634616574979831
Khrabrovo Airport,UMKK,0.6342523009946294
Old Arctic Bay Airport,CJX7,0.6340837305125143
Juan Manuel Galvez International Airport,MHRO,0.6338652270661925
N'Djamena International Airport,FTTJ,0.6335719980724983
Scammon Bay Airport,PACM,0.6331811698438682
Quad City International Airport,KMLI,0.6326900899924957
Lansdowne House Airport,CYLH,0.6316574679479063
Bujumbura International Airport,HBBA,0.6311604481524525
Kaunas International Airport,EYKA,0.6306959816399799
Figari Sud-Corse Airport,LFKF,0.6303754807099008
Arturo Michelena International Airport,SVVA,0.6300465434414615
Spokane International Airport,KGEG,0.6298850488857368
Bahia - Jorge Amado Airport,SBIL,0.6293112251755303
Port Elizabeth Airport,FAPE,0.6289874711092281
Ibn Batouta Airport,GMTT,0.6288527259786306
Senador Petrônio Portela Airport,SBTE,0.6288243604102951
Plácido de Castro Airport,SBRB,0.6288115614143197
Pemba Airport,FQPB,0.6279719413339789
General Wayne A. Downing Peoria International Airport,KPIA,0.6278656839086001
Shishmaref Airport,PASH,0.6276696657986511
Abha Regional Airport,OEAB,0.6261917687930817
Kodiak Airport,PADQ,0.6257159465931114
Narsaq Heliport,BGNS,0.6254846240868063
Ahe Airport,NTHE,0.6252055481222062
Cozumel International Airport,MMCZ,0.6248353874228022
Berlevåg Airport,ENBV,0.6247032474882299
Juana Azurduy De Padilla Airport,SLSU,0.6234250968847685
San Javier Airport,LELC,0.6233325456326735
Luang Phabang International Airport,VLLB,0.6229554434607981
Ercan International Airport,LCEN,0.6228246843950738
Lovell Field,KCHA,0.6208118437018206
"Harstad/Narvik Airport, Evenes",ENEV,0.620305238282171
Hector International Airport,KFAR,0.6201772621063409
Columbia Metropolitan Airport,KCAE,0.6200182527123944
Carriel Sur Airport,SCIE,0.6196812887563186
Flin Flon Airport,CYFO,0.6196413945274186
Reus Air Base,LERS,0.6185217636016574
Pikangikum Airport,CYPM,0.6177045450315004
Rurutu Airport,NTAR,0.6158044128847084
Comandante Espora Airport,SAZB,0.6157582652616382
Quilpie Airport,YQLP,0.6157329857338462
Winton Airport,YWTN,0.6147002635145182
Victoria International Airport,CYYJ,0.614378505451332
Mukalla International Airport,OYRN,0.6143732825567906
Ernesto Cortissoz International Airport,SKBQ,0.6141483617440144
Del Bajío International Airport,MMLO,0.6137479406953236
Dillingham Airport,PADL,0.6135026916575456
Multan International Airport,OPMT,0.613309610478481
Kenora Airport,CYQK,0.613219816857718
Jammu Airport,VIJU,0.6115034936664145
Springfield Branson National Airport,KSGF,0.6113946096834538
Kobe Airport,RJBE,0.6108895574925048
Eldoret International Airport,HKEL,0.6090214883208306
Four Corners Regional Airport,KFMN,0.6087563151632618
Licenciado Adolfo Lopez Mateos International Airport,MMTO,0.608461041852492
Pond Inlet Airport,CYIO,0.6078023987990447
Yacuiba Airport,SLYA,0.607348424852864
Mianyang Airport,ZUMY,0.607186490162782
Key West International Airport,KEYW,0.6066365201726828
JAGS McCartney International Airport,MBGT,0.6066061539883415
El Caraño Airport,SKUI,0.6064365354520526
Carajás Airport,SBCJ,0.6060918815597957
Hobart International Airport,YMHB,0.6059002772869649
Dayong Airport,ZGDY,0.6056226500619405
Sarajevo International Airport,LQSA,0.6051316946367796
Fort Frances Municipal Airport,CYAG,0.6049094187197896
Lok Nayak Jayaprakash Airport,VEPT,0.6046692723971446
Haines Airport,PAHN,0.6041419731598122
Iloilo International Airport,RPVI,0.6040923714046392
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,CYSY,0.6040065188506005
Brest Bretagne Airport,LFRB,0.6038956073553045
Grand Bahama International Airport,MYGF,0.6032256538490174
Prof. Eribelto Manoel Reino State Airport,SBSR,0.6030737274969874
Santander Airport,LEXJ,0.6017394770031401
New Ishigaki Airport,ROIG,0.6015209196984374
Bournemouth Airport,EGHH,0.6009492818823455
Almería International Airport,LEAM,0.5988364794646602
Sultan Khairun Babullah Airport,WAMT,0.598639587362032
Bateen Airport,OMAD,0.5985617867917732
Syktyvkar Airport,UUYY,0.5984714504168863
Ashgabat International Airport,UTAA,0.5980981003809726
Cheyenne Regional Jerry Olson Field,KCYS,0.5974636173594389
Schefferville Airport,CYKL,0.5946348231852128
Suavanao Airport,AGGV,0.5933992525825701
Monastir Habib Bourguiba International Airport,DTMB,0.5933692462379473
Choiseul Bay Airport,AGGC,0.5928507084091481
Kosrae International Airport,PTSA,0.5914988983981253
Brigadeiro Lysias Rodrigues Airport,SBPJ,0.591267783764081
"Zakynthos International Airport ""Dionysios Solomos""",LGZA,0.5912118812960813
Buka Airport,AYBK,0.590897770739949
Port Harcourt International Airport,DNPO,0.5908940166949138
Nador International Airport,GMMW,0.5907617247209231
Xuzhou Guanyin Airport,ZSXZ,0.5903477837937222
